timestamp,latitude,longtitude,depth_km,MD,ML,Mw,place,location
2022.12.20 02:03:18,40.8117,31.0860,16.4,,1.6,,PASAKONAGI-(DUZCE),DUZCE
2022.12.20 01:45:43,40.1640,31.7098,11.0,,2.0,,SEKLI-BEYPAZARI (ANKARA),ANKARA
2022.12.20 01:34:09,40.6002,42.4388,18.5,,1.7,,DOGANKOY-SENKAYA (ERZURUM),ERZURUM
2022.12.20 01:23:19,38.0730,37.8272,11.0,,1.1,,GUNEDOGRU-DOGANSEHIR (MALATYA),MALATYA
2022.12.20 01:16:08,37.3622,29.5077,8.3,,1.4,,YUMRUTAS-ACIPAYAM (DENIZLI),DENIZLI
2022.12.20 01:07:45,39.8097,27.9510,5.6,,1.6,,CAYPINAR-(BALIKESIR),BALIKESIR
2022.12.20 00:59:47,37.0553,28.3712,10.3,,0.4,,GOKOVA-ULA (MUGLA),MUGLA
2022.12.20 00:42:19,36.3773,36.3682,3.5,,0.8,,KAZKELI-KIRIKHAN (HATAY),HATAY
2022.12.20 00:41:30,36.8868,29.2888,4.1,,1.5,,TASCILAR-CAMELI (DENIZLI),DENIZLI
2022.12.19 22:58:13,40.6773,33.0013,5.0,,1.9,,BUGUOREN-ORTA (CANKIRI),CANKIRI
2022.12.19 22:25:24,36.9262,27.6598,10.4,,1.7,,GOKOVA KORFEZI (AKDENIZ),AKDENIZ
2022.12.19 22:19:21,38.9898,29.4470,5.4,,2.4,,DEDEKOY-GEDIZ (KUTAHYA),KUTAHYA
2022.12.19 22:05:31,36.0433,31.6332,66.5,,1.7,,AKDENIZ,AKDENIZ
2022.12.19 19:07:12,37.3580,29.5480,4.9,,1.2,,GUMUS-ACIPAYAM (DENIZLI),DENIZLI
2022.12.19 18:37:27,39.5223,26.3867,6.8,,1.8,,BUYUKHUSUN-AYVACIK (CANAKKALE),CANAKKALE
2022.12.19 18:11:29,37.9805,42.6110,5.0,,2.5,,HACIMEHMET-HIZAN (BITLIS),BITLIS
2022.12.19 17:49:39,40.7967,42.7908,15.0,,2.0,,KUCUKALTINBULAK-GOLE (ARDAHAN),ARDAHAN
2022.12.19 15:02:09,40.7323,30.4813,0.0,,1.9,,KUCUKESENCE-ERENLER (SAKARYA),SAKARYA
2022.12.19 14:56:45,38.6527,44.6905,22.3,,1.9,,TURKIYE-IRAN SINIR BOLGESI,TURKIYE-IRAN SINIR BOLGESI
2022.12.19 14:47:28,39.8580,29.0670,0.0,,1.8,,AGACHISAR-ORHANELI (BURSA),BURSA
2022.12.19 14:37:20,40.8578,30.8250,2.2,,2.0,,GULDIBI-HENDEK (SAKARYA),SAKARYA
2022.12.19 12:23:08,39.6272,38.4193,4.4,,1.7,,YALINGOZE-ILIC (ERZINCAN),ERZINCAN
2022.12.19 12:21:39,37.8105,28.5423,23.5,,1.2,,CAMKOY-KARACASU (AYDIN),AYDIN
2022.12.19 12:21:25,39.3198,38.1928,5.0,,1.6,,IKIZBASAK-DIVRIGI (SIVAS),SIVAS
2022.12.19 11:13:16,38.0802,27.4633,7.2,,2.6,,TULUM-TORBALI (IZMIR),IZMIR
2022.12.19 10:47:01,40.5178,36.8793,5.2,,2.2,,ORENLER-NIKSAR (TOKAT),TOKAT
2022.12.19 10:03:08,37.1320,37.2468,0.0,,1.8,,OGUMSOGUT-SEHITKAMIL (GAZIANTEP),GAZIANTEP
2022.12.19 09:07:53,38.9322,29.8163,5.3,,1.7,,OYSU-ALTINTAS (KUTAHYA),KUTAHYA
2022.12.19 09:02:14,38.9462,29.8015,5.4,,2.3,,SARAYCIK-ALTINTAS (KUTAHYA),KUTAHYA
2022.12.19 08:59:17,37.0470,28.4542,5.0,,1.3,,ELMALI-ULA (MUGLA),MUGLA
2022.12.19 07:28:43,40.1625,31.7023,5.3,,2.5,,SEKLI-BEYPAZARI (ANKARA),ANKARA
2022.12.19 06:38:59,38.1128,27.5105,8.7,,1.4,,YENICIFTLIK-TIRE (IZMIR),IZMIR
2022.12.19 06:37:14,38.1040,27.5028,12.5,,1.0,,YENICIFTLIK-TIRE (IZMIR),IZMIR
2022.12.19 06:32:51,38.8008,40.0045,5.0,,2.1,,BAYRAMYAZI-KOVANCILAR (ELAZIG),ELAZIG
2022.12.19 06:04:30,36.6803,29.2217,5.0,,1.9,,ELDIREK-FETHIYE (MUGLA),MUGLA
2022.12.19 05:29:23,39.7778,26.1930,3.9,,1.1,,GEYIKLI-EZINE (CANAKKALE),CANAKKALE
2022.12.19 05:24:44,38.3817,27.1452,11.3,,1.7,,KARABAGLAR (IZMIR),IZMIR
2022.12.19 05:05:53,37.7473,26.9798,21.5,,1.3,,SISAM ADASI (EGE DENIZI),EGE DENIZI
2022.12.19 04:49:09,40.7507,30.4518,13.6,,2.1,,ERENLER (SAKARYA),SAKARYA
2022.12.19 04:03:24,36.8132,31.6098,67.7,,2.0,,HOCALI-MANAVGAT (ANTALYA),ANTALYA
2022.12.19 03:34:21,39.1000,41.9058,17.0,,1.4,,DEMIRKAPI-BULANIK (MUS),MUS
2022.12.19 03:31:38,36.9958,30.0060,16.3,,1.4,,NEBILER-KORKUTELI (ANTALYA),ANTALYA
2022.12.19 02:54:57,41.4187,32.9408,5.0,,1.7,,KAVAK-EFLANI (KARABUK),KARABUK
2022.12.19 02:35:50,40.8593,31.0340,11.5,,1.7,,DONGELLI-CILIMLI (DUZCE),DUZCE
2022.12.19 02:09:17,39.3355,27.8885,7.2,,2.2,,KOCAISKAN-KIRKAGAC (MANISA),MANISA
2022.12.19 02:01:13,39.4628,33.0387,21.2,,0.8,,AFSAR-BALA (ANKARA),ANKARA
2022.12.19 01:53:03,38.5503,31.2815,8.0,,1.5,,TASKOPRU-SULTANDAGI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.19 01:17:07,37.0745,28.4152,12.0,,2.2,,YESILOVA-ULA (MUGLA),MUGLA
2022.12.19 00:55:12,37.8845,26.9682,14.1,,1.7,,KUSADASI KORFEZI (EGE DENIZI),EGE DENIZI
2022.12.19 00:17:07,40.2420,26.9967,13.5,,1.7,,KAZMALI-BIGA (CANAKKALE),CANAKKALE
2022.12.18 23:43:58,37.0155,26.5450,12.1,,2.4,,ONIKI ADALAR (AKDENIZ),AKDENIZ
2022.12.18 23:31:29,36.4235,36.4520,28.7,,1.2,,BALDIRAN-KIRIKHAN (HATAY),HATAY
2022.12.18 22:21:59,36.4795,36.0975,27.1,,1.2,,KOZAKLI-ARSUZ (HATAY),HATAY
2022.12.18 21:40:52,38.0857,27.0712,5.3,,2.1,,CAMONU-MENDERES (IZMIR),IZMIR
2022.12.18 21:31:24,40.8723,42.8643,7.3,,3.1,3.3,COBANKOY-GOLE (ARDAHAN),ARDAHAN
2022.12.18 21:13:09,36.4012,36.4153,9.2,,4.8,4.7,KANGALLAR-KIRIKHAN (HATAY),HATAY
2022.12.18 20:53:29,34.8577,25.2288,16.5,,1.8,,GIRIT ADASI (AKDENIZ),AKDENIZ
2022.12.18 20:21:44,36.0283,28.8998,12.9,,1.8,,AKDENIZ,AKDENIZ
2022.12.18 19:53:17,40.8598,31.1130,5.9,,1.8,,TASKOPRU-(DUZCE),DUZCE
2022.12.18 19:50:52,37.7960,26.4357,6.6,,1.5,,ONIKI ADALAR (AKDENIZ),AKDENIZ
2022.12.18 19:35:04,40.4062,28.7048,7.3,,1.8,,YALICIFTLIK-MUDANYA (BURSA),BURSA
2022.12.18 17:57:23,39.3133,25.5068,7.7,,2.1,,EGE DENIZI,EGE DENIZI
